VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
348,448,Madhavi Ghose,58,F,False
349,448,Eesha Varughese,74,T,False
350,449,Nathan Naidu,12,M,False
351,449,Girik Chander,17,F,False
352,450,Kritika Lad,47,M,False
353,453,Nathan Vig,23,M,False
354,454,Falak Devi,41,F,False
355,455,Chaitaly Sibal,49,F,False
356,455,Rajata Vala,80,F,False
357,456,Noah Jha,56,M,False
358,458,Chaaya Wali,28,F,False
359,460,Ekanta Kaul,50,F,False
360,460,Lekha Mander,62,F,False
361,462,Onveer Narain,70,M,False
362,463,Amol Boase,25,F,False
363,466,Onkar Chakrabarti,29,M,False
364,467,Daksha Borde,62,F,False
365,468,Sanya Das,42,M,False
366,468,Vanya Suri,72,F,False
367,469,Xavier Jha,66,M,False
368,471,Lekha Sethi,74,F,False
369,471,Mugdha Guha,59,F,False
370,473,Mekhala Thakkar,10,F,False
371,473,Yashoda Nath,53,F,False
372,474,Zilmil Sant,22,M,False
373,475,Anya Kara,51,M,False
374,481,Aarini Sur,38,M,False
375,483,Hritik Mahal,13,M,False
376,484,Imaran Anand,8,F,False
377,485,Barkha Dasgupta,34,F,False
378,485,Vrinda Mohan,64,F,False
379,486,Anika Dhar,15,M,False
380,487,Libni Sami,52,F,False
381,487,Guneet Lal,26,F,False
382,488,Omaja Iyengar,61,M,False
383,489,Dhriti Thakur,42,F,False
384,491,Chatura Chad,71,M,False
385,493,Deepa Ahuja,70,F,False
386,494,Charita Ravel,23,F,False
387,495,Vamakshi Srinivasan,70,M,False
388,496,Advay Mitter,26,M,False
389,496,Sai Basak,66,M,False
390,498,Harinakshi Sharaf,18,M,False
391,500,Zashil Contractor,34,F,False
392,500,Elijah Sathe,38,M,False
393,501,Saksham Edwin,8,F,False
394,503,Harrison Dalal,16,F,False
395,504,Ishita Bir,31,F,False
396,505,Advika Iyer,80,F,False
397,507,Inaya Sankar,65,F,False
398,508,Lila Purohit,47,M,False
399,510,Jonathan Sarna,8,M,False
400,512,Nirja Sunder,48,F,False
401,514,Frado Bhasin,45,F,False
402,515,Raagini Walia,12,T,False
403,516,Harita Saraf,56,M,False
404,517,Unni Khanna,48,M,False
405,518,Megha Barad,50,F,False
406,518,Janaki Luthra,53,F,False
407,520,Joshua Karan,35,M,False
408,521,Edhitha Barman,76,M,False
409,524,Jyoti Basu,44,F,False
410,525,Jairaj Wable,38,M,False
411,527,Nikita Devi,61,M,False
412,528,Ojas Dara,63,F,False
413,530,Ethan Pant,8,M,False
414,530,Nilima Sengupta,17,M,False
415,533,Bhavika Naidu,21,F,False
416,534,Dipta Chaudhary,62,M,False
417,537,Sudiksha Merchant,52,F,False
418,538,Anya Setty,20,M,False
419,541,Pranav Barad,57,F,False
420,543,Eshana Kota,29,F,False
421,544,Veda Suresh,36,F,False
422,545,Ekantika Lal,74,M,False
423,545,Nisha Raman,10,M,False
424,546,Nimrat Kant,44,M,False
425,547,Gautam Nath,56,M,False
426,547,Dev Bawa,45,F,False
427,548,Neel Prakash,47,M,False
428,549,Naksh Mandal,79,M,False
429,549,Arjun Karpe,18,M,False
430,550,Max Chandran,29,F,False
431,551,Bishakha Sanghvi,66,M,False
432,553,Fiyaz Chandran,23,F,False
433,554,Daniel Tak,78,M,False
434,554,Nisha Mukhopadhyay,34,F,False
435,557,Panini Tandon,19,M,False
436,559,Zilmil Krishnamurthy,16,F,False
437,561,Damini Pillai,24,M,False
438,564,Isha Muni,24,M,False
439,566,Hiral Samra,17,M,False
440,567,Anjali Bandi,16,F,False
441,568,Suhani Swaminathan,6,F,False
442,569,Michael Goel,8,M,False
443,570,Jeevika Varty,69,F,False
444,571,Anya Issac,48,M,False
445,572,Gaurang Dada,54,T,True
446,573,Kavya Sharma,78,F,False
447,574,Upkaar Guha,60,M,False
448,577,Unni Naidu,23,F,False
449,578,Quincy Bains,25,F,False
450,578,Tanmayi Saran,31,F,False
451,579,Banjeet Kaur,30,T,False
452,579,Oviya Sandhu,31,F,False
453,580,Dayamai Dhaliwal,17,F,False
454,580,Tara Randhawa,79,F,False
455,581,Rajeshri Chana,27,F,False
456,582,Urmi Puri,52,F,False
457,583,Vrinda Bala,70,M,False
458,584,Faras Karpe,74,F,False
459,586,Praneel Gade,47,M,False
460,588,Aarna D’Alia,47,F,False
461,588,Yadavi Pradhan,50,M,False
462,589,Chanakya Shetty,47,M,False
463,590,Chaaya Parikh,27,M,False
464,592,Manan Chaudhuri,32,F,False
465,593,Rehaan Lal,9,M,False
466,594,Sarthak Bahl,33,M,False
467,594,Kai Maharaj,79,M,False
468,596,Vidhi Pai,71,M,False
469,598,Vritti Keer,10,F,False
470,602,Ekta Krish,80,F,False
471,605,Abha Yogi,41,F,False
472,607,Gunbir Narayan,41,F,False
473,607,Tara Swamy,49,F,False
474,608,Manbir Vig,29,F,False
475,609,Mohammed Dave,22,F,False
476,613,Ishanvi Tara,56,F,False
477,614,Daksh Sekhon,74,F,False
478,616,Riya Chacko,16,T,False
479,616,Rudra Chaudhry,30,M,False
480,617,Patrick Narasimhan,9,F,False
481,617,Yoshita Mander,57,F,False
482,618,Ria Choudhury,50,F,False
483,618,Vinaya Ahuja,48,M,True
484,621,Eshana Varty,32,F,False
485,622,Pavani Ramaswamy,63,M,False
486,623,Aahana Menon,57,F,False
487,623,Arjun Nagy,57,M,False
488,624,Chakradhar Ramakrishnan,34,M,False
489,625,Ethan Nair,23,F,False
490,626,Abha Wali,78,F,False
491,631,Udant Narain,55,F,False
492,631,Sai Pant,26,M,False
493,632,Ijaya Biswas,45,F,False
494,633,Jatin Prashad,29,F,False
495,635,Shivansh Chana,21,F,False
496,637,Ekiya Bath,63,M,False
497,638,Chaaya Prabhu,20,F,False
498,639,Ekani Balakrishnan,71,F,False
499,640,Oni Bhatti,10,F,False
500,640,Vamakshi Shetty,19,M,False
501,641,Gopal Sridhar,28,M,False
502,643,Luke Bandi,11,F,False
503,644,Tanish Setty,44,F,False
504,646,Fitan Thaman,75,F,False
505,648,Panini Jain,33,F,False
506,649,Ekalinga Bhargava,57,F,False
507,650,Jatin Doshi,37,F,False
508,650,Sachi Dhar,21,M,False
509,653,Yashoda Narasimhan,28,F,False
510,654,Brijesh Chokshi,70,F,False
511,654,Girish Dalal,34,M,False
512,655,Arjun Narasimhan,59,F,False
513,656,Yuvraj Malhotra,31,F,False
514,657,Gaurav Nath,31,F,False
515,657,Vedant Nadig,24,M,False
516,658,Nathaniel Ganguly,79,F,False
517,659,Madhav Oak,20,M,False
518,660,Mohammed Mahal,8,F,False
519,661,Quincy Venkataraman,8,F,False
520,663,Gopal Tripathi,41,F,False
521,664,Triveni Sarma,76,M,False
522,665,Dhruv Majumdar,79,F,False
523,666,Maanas Zacharia,76,F,False
524,666,Abeer Bera,50,M,False
525,668,Gopal Mukhopadhyay,51,F,False
526,668,Peter Sani,21,F,False
527,669,Anmol Bhat,27,M,False
528,670,Tejas Pai,51,F,False
529,672,Harish Tank,9,F,False
530,673,Netra Barman,71,F,False
531,674,Rudra Master,5,F,False
532,676,Chanakya Warrior,70,M,False
533,676,Champak Mitter,68,F,False
534,677,Tanvi Grewal,47,F,False
535,678,Lakshmi Jha,46,F,False
536,679,Pahal Mukherjee,18,M,False
537,682,Ikbal Dar,30,M,False
538,684,Luke Sathe,63,F,False
539,685,Harita Krishna,23,F,False
540,688,Jagdish Kapur,53,F,False
541,689,Udarsh Dhawan,35,F,False
542,690,Nirja Karan,36,F,False
543,693,Ikbal Sethi,25,M,False
544,695,Vidhi Mutti,63,F,False
545,697,Chavvi Chaudhuri,41,F,False
546,698,Upasna Mand,31,M,False
547,698,Ishaan Din,24,M,False
548,699,Anmol Swamy,15,F,False
549,700,Isha Talwar,38,F,False
550,701,Charles Khare,7,F,False
551,702,Gaurangi Balay,12,M,False
552,704,Reyansh Suresh,17,M,False
553,705,Peter Prakash,49,M,False
554,707,Viraj Kade,51,M,False
555,710,Abhimanyu Krishnamurthy,13,F,False
556,711,Dominic Lala,47,F,False
557,712,Onkar Basak,9,T,False
558,714,Matthew Gour,51,F,False
559,715,Anthony Tank,55,M,False
560,715,Nathan Mitter,6,F,False
561,717,Deepa Sanghvi,14,F,False
562,717,Kai Wagle,74,M,False
563,722,Vasudha Dhingra,12,F,False
564,723,Advay Misra,16,M,False
565,723,Samarth Dhawan,37,M,False
566,725,Nicholas Dave,72,M,False
567,726,Keya Bal,45,M,False
568,727,Wahab Chanda,30,F,False
569,727,Ishanvi Nigam,64,F,False
570,728,Advika Karan,62,F,False
571,728,Daksh Bajwa,36,F,False
572,729,Oeshi Bir,39,M,False
573,729,Ryan Banik,74,M,False
574,734,Samuel Tata,75,M,False
575,735,Anusha Acharya,27,M,False
576,738,Wahab Shah,54,M,False
577,742,Kashish Sibal,44,F,False
578,744,Nathaniel Dewan,13,F,False
579,745,Eshana Prakash,22,F,False
580,746,Maanas Bora,33,F,False
581,746,Wyatt Ravi,76,F,False
582,747,Jagat Sami,5,M,False
583,749,Leela Yohannan,41,M,False
584,750,Fitan Korpal,37,M,False
585,752,Zehaan Dalal,15,M,False
586,753,Imaran Dubey,37,F,True
587,754,Caleb Mittal,9,F,False
588,755,Qushi Bail,10,F,False
589,757,Ekalinga Goyal,55,F,False
590,759,Tanay Gulati,8,F,False
591,759,Vanya Srinivas,32,M,False
592,760,Ekansh Sridhar,74,F,False
593,761,Megha Bala,76,F,False
594,762,Omisha Bhatti,8,M,False
595,763,Chavvi Wason,66,M,False
596,764,Vrishti Oommen,71,F,False
597,767,Samarth Shere,26,F,False
598,767,Jacob Manne,45,F,False
599,770,Rushil Lata,22,F,False
600,771,Logan Golla,69,F,False
601,773,Qushi Khosla,57,F,False
602,774,Anay Dyal,5,M,False
603,776,Anita Jha,63,F,False
604,779,Rajata Sehgal,35,M,False
605,782,George Ben,36,F,False
606,784,Yochana Bail,13,F,False
607,784,Meera Deshmukh,78,F,False
608,787,Nikita Ganesan,46,T,False
609,787,Jonathan Bansal,51,F,False
610,788,Vidhi Issac,24,F,False
611,791,Advay Chaudhuri,28,M,False
612,792,Jhalak Behl,5,M,False
613,793,Mitesh Purohit,70,F,False
614,793,Ria Loke,6,M,False
615,795,Shivansh Acharya,68,F,False
616,795,Nihal Barad,58,M,False
617,798,Hredhaan Divan,33,F,False
618,798,Theodore Kothari,40,M,False
619,799,Dipta Bhandari,23,M,False
620,800,Vidhi Swamy,80,F,False
621,806,Hritik Sen,70,F,False
622,807,Radhika Rout,16,T,False
623,807,Chasmum Kadakia,54,F,False
624,808,Azad Krishnan,52,M,False
625,809,Gaurika Divan,24,F,False
626,810,Aditya Patel,60,M,False
627,811,Tanmayi Basu,62,M,False
628,813,Tristan Sengupta,34,M,False
629,814,Watika Kala,65,F,False
630,816,Ojasvi Edwin,75,M,False
631,818,Andrew Chadha,73,F,False
632,819,Varenya Panchal,53,M,False
633,821,Kashish Nigam,68,F,False
634,825,Gauri Nadkarni,61,M,False
635,828,Nikita Ahluwalia,66,F,False
636,829,Laban Ravel,66,M,False
637,830,Zehaan Dave,63,F,False
638,831,Aradhana Chowdhury,31,M,False
639,832,Kritika Venkataraman,8,F,False
640,833,Ira Guha,66,T,False
641,834,Indrajit Mani,61,M,False
642,834,Bhanumati Mammen,31,M,False
643,836,Netra Bahri,79,F,True
644,838,Aarav Srivastava,45,M,False
645,838,Rachit Chopra,77,M,False
646,840,Raagini Babu,16,M,False
647,843,Chaitanya Soni,31,M,False
648,844,Yahvi Karnik,34,F,False
649,845,Reyansh Gera,7,M,False
650,846,Jacob Jayaraman,76,M,False
651,846,Chandani Sankaran,23,M,False
652,847,Ikbal Chad,60,M,False
653,849,Saumya Sandal,64,M,False
654,849,Sai Mallick,42,F,False
655,850,Isaiah Srinivas,17,F,False
656,851,Wyatt Yohannan,68,F,False
657,852,Samesh Dey,55,F,False
658,853,Azaan Chacko,60,F,False
659,854,Brinda Lal,39,F,True
660,857,Gaurang Pathak,17,F,False
661,858,Onkar Prashad,54,M,False
662,861,Yuvraj Varty,66,M,False
663,864,Tanish Chawla,11,F,False
664,865,Veer Pillay,22,F,False
665,865,Rachit Memon,23,F,False
666,869,Harsh Chana,9,F,False
667,871,Girish Shenoy,77,F,False
668,871,Abhiram Anne,65,M,False
669,872,Aishani Mander,33,M,False
670,873,Jatin Vora,52,M,False
671,874,Robert Garde,73,T,False
672,874,Tanveer Tiwari,33,F,False
673,875,Brijesh Peri,18,F,False
674,877,Mitali Chakrabarti,80,M,False
675,878,Ishani Ben,73,M,False
676,880,Harsh Prabhakar,38,M,False
677,881,Chaman Shan,30,F,False
678,882,Chaitaly Bail,43,F,False
679,884,Tarak More,45,F,False
680,884,Zinal Kannan,12,M,False
681,886,Tarak Aurora,33,M,False
682,887,Mohini Dixit,11,F,False
683,887,Deepa Upadhyay,8,M,False
684,888,Mahika Ramachandran,68,F,False
685,892,Adya Bajaj,11,F,False
686,895,Wazir Varghese,72,F,False
687,897,Mitali Singhal,73,F,False
688,897,Lucky Sheth,69,F,False
689,898,Harsh Hari,37,F,False
690,899,Ayush Nigam,23,M,False
691,903,Wahab Sani,57,F,False
692,906,Gavin Parikh,32,F,False
693,906,Wahab Ratti,33,F,False
694,908,Mitesh Dayal,33,M,False
695,909,Wazir Pillay,64,F,False
696,910,Garima Shan,17,M,False
697,910,Azaan Dash,8,F,False
698,911,Triveni Ramesh,18,M,False
699,912,Rachit Walia,54,F,False
700,913,Udant Thaman,42,M,False
701,914,Bhavna Lal,19,F,False
702,916,Amruta Barad,53,M,False
703,918,Amol Lata,49,F,False
704,919,Wahab Varkey,54,F,False
705,920,Oliver Devi,70,F,False
706,921,Atharv Deshpande,77,M,False
707,922,Warjas Deep,21,F,False
708,922,Eshana Nadig,67,F,False
709,924,Mason Ahuja,60,F,False
710,925,Oscar Cherian,74,F,False
711,926,Daniel Purohit,52,M,False
712,927,Netra Venkataraman,31,F,False
713,929,Lavanya Khosla,13,F,False
714,933,Theodore Edwin,6,F,False
715,933,Bimala Kota,59,M,False
716,934,Christopher Narula,73,F,False
717,935,Raghav Ghose,62,M,False
718,938,Yasti Hans,32,M,False
719,938,Ronith Ahluwalia,38,F,False
720,939,Unnati Dewan,24,M,False
721,939,Ishwar Chakraborty,34,M,False
722,940,Yuvraj Hora,34,F,False
723,941,Mason Manda,5,F,False
724,943,Tanish Pai,61,M,False
725,945,Atharv Dhaliwal,59,F,False
726,947,Baghyawati Wali,27,T,False
727,948,Anay Patil,58,F,False
728,950,Nitara Karpe,49,F,False
